date,wind,rain,snow,temp_avg,temp_max,temp_min
05/30,nan,0.0,0.0,83.14285714285714,101.42857142857143,63.6
05/31,nan,0.0,0.0,83.05,101.5,64.6
06/01,nan,0.0007142857142857143,0.0,83.8,101.8,65.8
06/02,nan,0.0,0.0,84.72222222222223,102.88888888888889,66.1
06/03,nan,0.0,0.0,85.05555555555556,104.11111111111111,65.3
06/04,nan,0.0,0.0,85.94444444444444,105.0,66.0
06/05,nan,0.013571428571428571,0.0,84.94444444444444,103.11111111111111,66.6
06/06,nan,0.007857142857142858,0.0,83.41666666666667,101.0,66.2
06/07,nan,0.0,0.0,83.45,102.1,64.8
06/08,nan,0.0,0.0,83.8,102.5,65.1
06/09,nan,0.0,0.0,84.66666666666667,103.11111111111111,67.4
06/10,nan,0.0,0.0,84.72222222222223,101.88888888888889,67.3
06/11,nan,0.0,0.0,85.6875,103.5,67.44444444444444
06/12,nan,0.0,0.0,88.33333333333333,106.0,65.77777777777777
06/13,nan,0.0,0.0,86.16666666666667,105.11111111111111,67.3
06/14,nan,0.0,0.0,85.3125,103.75,67.8
06/15,nan,0.0,0.0,86.85714285714286,105.85714285714286,67.9
06/16,nan,0.0,0.0,86.44444444444444,105.33333333333333,68.3
06/17,nan,0.0007142857142857143,0.0,87.0,105.22222222222223,68.4
06/18,nan,0.0,0.0,87.05555555555556,106.66666666666667,67.2
06/19,nan,0.0,0.0,86.5,106.55555555555556,66.9
06/20,nan,0.0,0.0,87.85,108.1,67.6
06/21,nan,0.0,0.0,87.3,106.6,70.66666666666667
06/22,nan,0.0,0.0,88.94444444444444,107.0,70.88888888888889
06/23,nan,0.013125,0.0,87.875,105.625,71.11111111111111
06/24,nan,0.0,0.0,89.85714285714286,106.57142857142857,72.0
06/25,nan,0.0,0.0,89.5,106.42857142857143,72.75
06/26,nan,0.0,0.0,88.75,106.125,71.375
06/27,nan,0.0,0.0,91.25,107.25,75.25
06/28,nan,0.011428571428571429,0.0,92.5,108.0,73.125
06/29,nan,0.0,0.0,90.5,107.0,74.88888888888889
06/30,nan,0.07846153846153846,0.0,89.9375,105.625,74.66666666666667
07/01,nan,0.004285714285714286,0.0,88.44444444444444,105.0,72.6
07/02,nan,0.0,0.0,89.92857142857143,105.14285714285714,74.125
07/03,nan,0.0014285714285714286,0.0,89.1875,105.375,74.1
07/04,nan,0.015000000000000001,0.0,90.3125,104.25,72.375
07/05,nan,0.0,0.0,89.88888888888889,105.44444444444444,74.5
07/06,nan,0.004615384615384615,0.0,90.05,105.9,74.2
07/07,nan,0.0,0.0,91.65,107.7,75.6
07/08,nan,0.0,0.0,92.75,107.375,78.33333333333333
07/09,nan,0.065,0.0,91.85714285714286,106.42857142857143,76.88888888888889
07/10,nan,0.07692307692307693,0.0,91.21428571428571,105.42857142857143,77.0
07/11,nan,0.03692307692307692,0.0,96.08333333333333,107.0,79.0
07/12,nan,0.01076923076923077,0.0,92.55555555555556,105.0,76.75
07/13,nan,0.017857142857142856,0.0,91.14285714285714,105.57142857142857,77.11111111111111
07/14,nan,0.06428571428571428,0.0,91.22222222222223,104.33333333333333,77.4
07/15,nan,0.0035714285714285718,0.0,90.75,104.5,77.0
07/16,nan,0.014666666666666666,0.0,92.44444444444444,104.55555555555556,77.55555555555556
07/17,nan,0.036000000000000004,0.0,90.1875,103.125,77.5
07/18,nan,0.02533333333333333,0.0,89.35,103.0,75.7
07/19,nan,0.012,0.0,90.0,102.875,77.125
07/20,nan,0.0,0.0,90.21428571428571,104.0,77.125
07/21,nan,0.029285714285714286,0.0,91.66666666666667,105.5,76.66666666666667
07/22,nan,0.0014285714285714286,0.0,90.3125,104.5,76.125
07/23,nan,0.1733333333333333,0.0,92.75,105.375,75.44444444444444
07/24,nan,0.32133333333333336,0.0,89.71428571428571,102.57142857142857,76.9
07/25,nan,0.08533333333333333,0.0,91.0625,102.0,77.22222222222223
07/26,nan,0.0007142857142857143,0.0,91.66666666666667,105.55555555555556,77.3
07/27,nan,0.02538461538461538,0.0,93.0,107.71428571428571,77.77777777777777
07/28,nan,0.0,0.0,95.0,106.75,80.125
07/29,nan,0.02666666666666667,0.0,90.8125,105.0,77.22222222222223
07/30,nan,0.11357142857142856,0.0,89.8125,104.5,75.11111111111111
07/31,nan,0.094,0.0,91.77777777777777,105.66666666666667,77.3
08/01,nan,0.06533333333333333,0.0,90.57142857142857,103.85714285714286,77.8
08/02,nan,0.005384615384615385,0.0,94.0,104.2,78.75
08/03,nan,0.019285714285714288,0.0,91.22222222222223,105.44444444444444,77.2
08/04,nan,0.19333333333333333,0.0,92.05,106.3,75.0
08/05,nan,0.005714285714285714,0.0,91.375,106.75,76.1
08/06,nan,0.021428571428571432,0.0,91.0,106.57142857142857,76.6
08/07,nan,0.035833333333333335,0.0,89.8125,105.0,74.88888888888889
08/08,nan,0.05076923076923076,0.0,92.0,105.77777777777777,74.33333333333333
08/09,nan,0.03357142857142857,0.0,90.22222222222223,105.33333333333333,75.7
08/10,nan,0.18,0.0,88.5,102.77777777777777,74.6
08/11,nan,0.04533333333333334,0.0,89.5,103.5,75.5
08/12,nan,0.06,0.0,89.55555555555556,104.33333333333333,74.9
08/13,nan,0.10066666666666667,0.0,91.4,104.9,74.66666666666667
08/14,nan,0.08249999999999999,0.0,90.38888888888889,105.44444444444444,75.33333333333333
08/15,nan,0.018750000000000003,0.0,90.35,106.5,74.2
08/16,nan,0.003125,0.0,90.875,105.625,75.33333333333333
08/17,nan,0.054000000000000006,0.0,89.0625,104.5,74.7
08/18,nan,0.0014285714285714286,0.0,90.94444444444444,103.0,74.88888888888889
08/19,nan,0.015333333333333332,0.0,88.85,103.5,74.2
08/20,nan,0.004285714285714286,0.0,89.85,104.2,75.5
08/21,nan,0.043125,0.0,88.92857142857143,103.14285714285714,75.0
08/22,nan,0.09866666666666667,0.0,87.5,101.5,72.8
08/23,nan,0.06923076923076923,0.0,87.33333333333333,100.77777777777777,73.88888888888889
08/24,nan,0.09249999999999999,0.0,88.5,102.11111111111111,74.88888888888889
08/25,nan,0.0,0.0,89.625,103.625,75.3
08/26,nan,0.003076923076923077,0.0,90.22222222222223,104.0,76.1
08/27,nan,0.07714285714285715,0.0,92.72222222222223,106.77777777777777,75.0
08/28,nan,0.02428571428571429,0.0,90.4,105.8,75.0
08/29,nan,0.05857142857142857,0.0,89.1875,106.25,72.9
08/30,nan,0.04076923076923077,0.0,89.38888888888889,104.44444444444444,74.5
08/31,nan,0.007692307692307693,0.0,87.77777777777777,103.55555555555556,72.2
09/01,nan,0.07666666666666666,0.0,87.9375,102.375,74.5
09/02,nan,0.064,0.0,87.61111111111111,101.66666666666667,73.9
09/03,nan,0.0,0.0,87.9,103.1,72.7
09/04,nan,0.002142857142857143,0.0,88.83333333333333,103.88888888888889,72.7
09/05,nan,0.0033333333333333335,0.0,90.5,103.5,74.55555555555556
09/06,nan,0.004285714285714286,0.0,91.75,104.3,77.0
09/07,nan,0.042857142857142864,0.0,87.35714285714286,101.14285714285714,73.9
09/08,nan,0.4139999999999999,0.0,88.875,100.25,76.66666666666667
09/09,nan,0.16666666666666666,0.0,84.83333333333333,97.55555555555556,71.4
09/10,nan,0.0038461538461538464,0.0,85.2,98.6,71.8
09/11,nan,0.01076923076923077,0.0,85.44444444444444,100.77777777777777,69.7
09/12,nan,0.0,0.0,85.22222222222223,102.11111111111111,68.9
09/13,nan,0.0,0.0,86.875,103.75,71.1
09/14,nan,0.008333333333333333,0.0,85.78571428571429,102.42857142857143,69.77777777777777
09/15,nan,0.008461538461538461,0.0,85.72222222222223,101.55555555555556,69.9
09/16,nan,0.0023076923076923075,0.0,84.44444444444444,101.22222222222223,68.1
09/17,nan,0.027333333333333334,0.0,83.125,100.125,67.5
09/18,nan,0.0275,0.0,87.3125,101.0,68.875
09/19,nan,0.02642857142857143,0.0,84.22222222222223,100.77777777777777,67.9090909090909
09/20,nan,0.019285714285714288,0.0,82.88888888888889,101.11111111111111,64.3
09/21,nan,0.0014285714285714286,0.0,84.375,100.25,64.33333333333333
09/22,nan,0.0071428571428571435,0.0,82.16666666666667,99.11111111111111,65.2
09/23,nan,0.17214285714285715,0.0,83.4,96.5,67.77777777777777
09/24,nan,0.01846153846153846,0.0,80.61111111111111,97.33333333333333,63.888888888888886
09/25,nan,0.0,0.0,81.3,98.2,64.4
09/26,nan,0.017142857142857144,0.0,80.5,97.55555555555556,63.6
09/27,nan,0.12333333333333334,0.0,82.44444444444444,96.55555555555556,67.3
09/28,nan,0.0035714285714285718,0.0,81.5,97.4,65.6
09/29,nan,0.0035714285714285718,0.0,80.125,96.25,64.22222222222223
09/30,nan,0.002857142857142857,0.0,81.0,97.33333333333333,64.66666666666667
10/01,nan,0.065,0.0,79.3125,97.125,62.0
10/02,nan,0.23285714285714285,0.0,77.9375,95.625,60.4
10/03,nan,0.15,0.0,78.05555555555556,94.55555555555556,61.2
10/04,nan,0.005714285714285714,0.0,80.6875,96.0,62.111111111111114
10/05,nan,0.005,0.0,76.9,92.4,61.4
10/06,nan,0.0064285714285714285,0.0,78.77777777777777,92.11111111111111,61.77777777777778
10/07,nan,0.04071428571428572,0.0,77.94444444444444,93.11111111111111,58.111111111111114
10/08,nan,0.004285714285714286,0.0,77.0,91.5,57.55555555555556
10/09,nan,0.0,0.0,74.27777777777777,90.44444444444444,57.8
10/10,nan,0.023571428571428573,0.0,75.95,89.8,58.44444444444444
10/11,nan,0.0,0.0,74.85,91.0,58.7
10/12,nan,0.024999999999999998,0.0,75.83333333333333,92.22222222222223,59.5
10/13,nan,0.1142857142857143,0.0,73.4,91.6,55.2
10/14,nan,0.15285714285714286,0.0,74.35,93.0,55.7
10/15,nan,0.0,0.0,75.05,92.5,57.6
10/16,nan,0.0007692307692307692,0.0,75.05555555555556,94.44444444444444,55.0
10/17,nan,0.007857142857142858,0.0,75.5,91.5,57.0
10/18,nan,0.0007142857142857143,0.0,74.94444444444444,92.88888888888889,57.0
10/19,nan,0.022307692307692306,0.0,76.2,91.9,56.666666666666664
10/20,nan,0.010714285714285714,0.0,74.28571428571429,94.57142857142857,55.22222222222222
10/21,nan,0.0,0.0,72.88888888888889,89.77777777777777,55.6
10/22,nan,0.0014285714285714286,0.0,73.3,89.8,52.666666666666664
10/23,nan,0.002142857142857143,0.0,75.55555555555556,91.11111111111111,57.44444444444444
10/24,nan,0.0014285714285714286,0.0,72.78571428571429,92.14285714285714,53.875
10/25,nan,0.0,0.0,76.1,90.0,56.25
10/26,nan,0.0,0.0,75.64285714285714,90.42857142857143,56.22222222222222
10/27,nan,0.0,0.0,69.88888888888889,86.44444444444444,54.5
10/28,nan,0.0,0.0,70.16666666666667,87.44444444444444,53.4
10/29,nan,0.005714285714285714,0.0,69.7,86.6,52.8
10/30,nan,0.003076923076923077,0.0,67.75,85.0,50.8
10/31,nan,0.0,0.0,67.6,84.9,50.3
11/01,nan,0.0,0.0,66.88888888888889,85.77777777777777,48.6
11/02,nan,0.0,0.0,68.3125,87.375,49.7
11/03,nan,0.0007142857142857143,0.0,69.0,84.8,49.77777777777778
11/04,nan,0.04461538461538462,0.0,66.875,83.75,50.111111111111114
11/05,nan,0.02857142857142857,0.0,67.27777777777777,84.0,50.3
11/06,nan,0.0,0.0,67.35,83.2,47.333333333333336
11/07,nan,0.02,0.0,64.75,82.125,49.5
11/08,nan,0.0,0.0,69.6875,83.75,50.333333333333336
11/09,nan,0.0,0.0,66.25,81.5,51.0
11/10,nan,0.0033333333333333335,0.0,65.33333333333333,80.33333333333333,50.2
11/11,nan,0.0,0.0,64.94444444444444,79.22222222222223,46.25
11/12,nan,0.0,0.0,66.61111111111111,81.55555555555556,48.875
11/13,nan,0.012666666666666666,0.0,64.375,80.375,48.2
11/14,nan,0.0,0.0,64.2,78.7,46.0
11/15,nan,0.018000000000000002,0.0,63.1,79.6,46.6
11/16,nan,0.013846153846153845,0.0,65.38888888888889,79.88888888888889,47.25
11/17,nan,0.0,0.0,61.0,78.33333333333333,44.1
11/18,nan,0.0,0.0,61.45,79.5,43.4
11/19,nan,0.014545454545454545,0.0,62.95,81.3,44.6
11/20,nan,0.08333333333333333,0.0,60.666666666666664,79.22222222222223,43.0
11/21,nan,0.07833333333333332,0.0,63.125,77.75,44.5
11/22,nan,0.27666666666666667,0.0,60.15,76.4,43.9
11/23,nan,0.16454545454545455,0.0,61.35,78.2,44.5
11/24,nan,0.02,0.0,61.0,77.75,43.77777777777778
11/25,nan,0.0009090909090909091,0.0,60.2,76.1,44.3
11/26,nan,0.0,0.0,58.45,74.5,42.4
11/27,nan,0.0,0.0,60.55,74.5,42.333333333333336
11/28,nan,0.038461538461538464,0.0,59.05,73.7,44.4
11/29,nan,0.0825,0.0,56.3125,72.125,40.55555555555556
11/30,nan,0.05538461538461538,0.0,56.3,71.4,41.2
12/01,nan,0.0,0.0,59.75,71.2,42.625
12/02,nan,0.0,0.0,58.0,72.33333333333333,40.125
12/03,nan,0.0038461538461538464,0.0,58.6875,74.125,42.4
12/04,nan,0.026153846153846156,0.0,56.0,70.125,41.2
12/05,nan,0.005833333333333334,0.0,58.45,70.9,42.77777777777778
12/06,nan,0.0016666666666666668,0.0,54.8125,70.375,40.55555555555556
12/07,nan,0.0008333333333333334,0.0,57.77777777777778,73.44444444444444,42.111111111111114
12/08,nan,0.015,0.0,56.125,69.875,41.9
12/09,nan,0.0075,0.0,56.05555555555556,72.77777777777777,39.5
12/10,nan,0.07461538461538461,0.0,57.0625,74.875,39.8
12/11,nan,0.0038461538461538464,0.0,57.888888888888886,73.33333333333333,39.111111111111114
12/12,nan,0.018571428571428572,0.0,59.375,72.125,42.375
12/13,nan,0.06076923076923076,0.0,53.4375,68.375,38.7
12/14,nan,0.06461538461538462,0.0,53.44444444444444,67.77777777777777,40.0
12/15,nan,0.01,0.0,55.3,66.9,39.888888888888886
12/16,nan,0.03153846153846154,0.0,53.25,67.7,38.8
12/17,nan,0.055,0.0,52.55555555555556,66.88888888888889,38.7
12/18,nan,0.008461538461538461,0.0,53.65,68.0,39.3
12/19,nan,0.0038461538461538464,0.0,52.833333333333336,67.77777777777777,37.9
12/20,nan,0.10230769230769231,0.0,54.65,68.8,37.77777777777778
12/21,nan,0.0016666666666666668,0.0,54.357142857142854,69.85714285714286,40.22222222222222
12/22,nan,0.03909090909090909,0.0,54.72222222222222,67.77777777777777,37.111111111111114
12/23,nan,0.014166666666666668,0.0,55.25,67.6,40.55555555555556
12/24,nan,0.030000000000000002,0.0,63.142857142857146,67.57142857142857,38.75
12/25,nan,0.03166666666666667,0.0,57.625,66.75,39.0
12/26,nan,0.0,0.0,53.4375,66.75,34.333333333333336
12/27,nan,0.04,0.0,50.22222222222222,67.66666666666667,34.4
12/28,nan,0.018571428571428572,0.0,49.166666666666664,64.22222222222223,34.7
12/29,nan,0.0,0.0,49.5,66.44444444444444,33.3
12/30,nan,0.0,0.0,50.611111111111114,67.88888888888889,33.7
12/31,nan,0.053636363636363635,0.0,50.142857142857146,66.0,35.7
